HDR,ROLLING SYSTEM DEMAND
VD,20220922004500,22678
VD,20220922005000,22846
VD,20220922005500,22814
VD,20220922010000,22867
VD,20220922010500,22881
VD,20220922011000,22745
VD,20220922011500,22634
VD,20220922012000,22419
VD,20220922012500,22434
VD,20220922013000,22335
VD,20220922013500,22279
VD,20220922014000,22289
VD,20220922014500,22262
VD,20220922015000,22224
VD,20220922015500,22185
VD,20220922020000,22115
VD,20220922020500,22088
VD,20220922021000,22081
VD,20220922021500,22062
VD,20220922022000,22046
VD,20220922022500,21910
VD,20220922023000,21913
VD,20220922023500,21977
VD,20220922024000,22105
VD,20220922024500,22042
VD,20220922025000,22035
VD,20220922025500,21878
VD,20220922030000,21800
VD,20220922030500,21749
VD,20220922031000,21641
VD,20220922031500,21654
VD,20220922032000,21858
VD,20220922032500,21914
VD,20220922033000,21947
VD,20220922033500,21938
VD,20220922034000,21914
VD,20220922034500,21847
VD,20220922035000,21700
VD,20220922035500,21714
VD,20220922040000,21715
VD,20220922040500,21613
VD,20220922041000,21837
VD,20220922041500,21884
VD,20220922042000,21934
VD,20220922042500,22063
VD,20220922043000,22141
VD,20220922043500,22274
VD,20220922044000,22717
VD,20220922044500,22926
VD,20220922045000,23226
VD,20220922045500,23490
VD,20220922050000,23778
VD,20220922050500,24262
VD,20220922051000,24875
VD,20220922051500,25382
VD,20220922052000,25816
VD,20220922052500,26116
VD,20220922053000,26181
VD,20220922053500,26464
VD,20220922054000,26721
VD,20220922054500,26971
VD,20220922055000,27278
VD,20220922055500,27796
VD,20220922060000,28493
VD,20220922060500,28920
VD,20220922061000,29322
VD,20220922061500,29891
VD,20220922062000,30146
VD,20220922062500,30231
VD,20220922063000,30352
VD,20220922063500,30533
VD,20220922064000,30717
VD,20220922064500,30850
VD,20220922065000,30968
VD,20220922065500,31083
VD,20220922070000,31156
VD,20220922070500,31256
VD,20220922071000,31393
VD,20220922071500,31371
VD,20220922072000,31360
VD,20220922072500,31366
VD,20220922073000,31305
VD,20220922073500,31388
VD,20220922074000,31336
VD,20220922074500,31284
VD,20220922075000,31244
VD,20220922075500,31237
VD,20220922080000,31223
VD,20220922080500,31036
VD,20220922081000,31048
VD,20220922081500,31016
VD,20220922082000,30985
VD,20220922082500,30891
VD,20220922083000,30803
VD,20220922083500,30758
VD,20220922084000,30674
VD,20220922084500,30634
VD,20220922085000,30573
VD,20220922085500,30406
VD,20220922090000,30306
VD,20220922090500,30245
VD,20220922091000,30178
VD,20220922091500,30070
VD,20220922092000,30202
VD,20220922092500,30006
VD,20220922093000,30036
VD,20220922093500,30136
VD,20220922094000,30136
VD,20220922094500,30142
VD,20220922095000,30015
VD,20220922095500,29905
VD,20220922100000,29783
VD,20220922100500,29697
VD,20220922101000,29652
VD,20220922101500,29591
VD,20220922102000,29542
VD,20220922102500,29578
VD,20220922103000,29561
VD,20220922103500,29663
VD,20220922104000,29709
VD,20220922104500,29772
VD,20220922105000,29715
VD,20220922105500,29705
VD,20220922110000,29744
VD,20220922110500,29847
VD,20220922111000,29817
VD,20220922111500,29727
VD,20220922112000,29735
VD,20220922112500,29666
VD,20220922113000,29613
VD,20220922113500,29606
VD,20220922114000,29608
VD,20220922114500,29609
VD,20220922115000,29594
VD,20220922115500,29581
VD,20220922120000,29501
VD,20220922120500,29445
VD,20220922121000,29315
VD,20220922121500,29220
VD,20220922122000,29284
VD,20220922122500,29255
VD,20220922123000,29351
VD,20220922123500,29603
VD,20220922124000,29762
VD,20220922124500,29709
VD,20220922125000,29678
VD,20220922125500,29709
VD,20220922130000,29697
VD,20220922130500,29559
VD,20220922131000,29636
VD,20220922131500,29631
VD,20220922132000,29636
VD,20220922132500,29677
VD,20220922133000,29691
VD,20220922133500,29835
VD,20220922134000,29846
VD,20220922134500,29862
VD,20220922135000,29946
VD,20220922135500,29995
VD,20220922140000,30051
VD,20220922140500,30255
VD,20220922141000,30629
VD,20220922141500,30647
VD,20220922142000,30809
VD,20220922142500,30755
VD,20220922143000,30884
VD,20220922143500,30917
VD,20220922144000,31001
VD,20220922144500,31135
VD,20220922145000,31240
VD,20220922145500,31524
VD,20220922150000,31670
VD,20220922150500,31769
VD,20220922151000,32039
VD,20220922151500,32232
VD,20220922152000,32153
VD,20220922152500,32242
VD,20220922153000,32396
VD,20220922153500,32492
VD,20220922154000,32651
VD,20220922154500,32855
VD,20220922155000,33179
VD,20220922155500,33475
VD,20220922160000,33533
VD,20220922160500,33142
VD,20220922161000,33062
VD,20220922161500,33084
VD,20220922162000,33310
VD,20220922162500,33419
VD,20220922163000,33444
VD,20220922163500,33471
VD,20220922164000,33513
VD,20220922164500,33526
VD,20220922165000,33589
VD,20220922165500,33658
VD,20220922170000,33647
VD,20220922170500,33656
VD,20220922171000,33701
VD,20220922171500,33727
VD,20220922172000,33788
VD,20220922172500,33880
VD,20220922173000,33893
VD,20220922173500,33720
VD,20220922174000,33561
VD,20220922174500,33521
VD,20220922175000,33487
VD,20220922175500,33556
VD,20220922180000,33821
VD,20220922180500,33953
VD,20220922181000,33995
VD,20220922181500,33965
VD,20220922182000,34002
VD,20220922182500,34225
VD,20220922183000,34234
VD,20220922183500,34121
VD,20220922184000,34004
VD,20220922184500,34007
VD,20220922185000,34072
VD,20220922185500,33887
VD,20220922190000,33592
VD,20220922190500,33504
VD,20220922191000,33412
VD,20220922191500,33343
VD,20220922192000,33063
VD,20220922192500,32857
VD,20220922193000,32689
VD,20220922193500,32622
VD,20220922194000,32690
VD,20220922194500,32704
VD,20220922195000,32508
VD,20220922195500,32538
VD,20220922200000,32431
VD,20220922200500,32195
VD,20220922201000,31862
VD,20220922201500,31664
VD,20220922202000,31540
VD,20220922202500,31457
VD,20220922203000,31270
VD,20220922203500,30972
VD,20220922204000,30406
VD,20220922204500,29934
VD,20220922205000,29834
VD,20220922205500,29631
VD,20220922210000,29292
VD,20220922210500,29938
VD,20220922211000,30150
VD,20220922211500,30051
VD,20220922212000,29939
VD,20220922212500,29917
VD,20220922213000,29384
VD,20220922213500,29184
VD,20220922214000,28976
VD,20220922214500,28677
VD,20220922215000,28530
VD,20220922215500,28265
VD,20220922220000,28031
VD,20220922220500,27699
VD,20220922221000,27333
VD,20220922221500,26961
VD,20220922222000,26733
VD,20220922222500,26371
VD,20220922223000,26239
VD,20220922223500,26111
VD,20220922224000,25949
VD,20220922224500,25786
VD,20220922225000,25614
VD,20220922225500,25358
VD,20220922230000,25134
VD,20220922230500,24976
VD,20220922231000,24677
VD,20220922231500,24503
VD,20220922232000,24419
VD,20220922232500,24402
VD,20220922233000,24324
VD,20220922233500,24190
VD,20220922234000,24062
VD,20220922234500,24060
VD,20220922235000,23990
VD,20220922235500,23945
VD,20220923000000,23882
VD,20220923000500,23898
VD,20220923001000,23868
VD,20220923001500,23787
VD,20220923002000,23838
VD,20220923002500,23779
VD,20220923003000,23744
VD,20220923003500,23870
VD,20220923004000,23866
VD,20220923004500,23846
VD,20220923005000,23655
VD,20220923005500,23620
VD,20220923010000,23612
VD,20220923010500,23535
VD,20220923011000,23480
VD,20220923011500,23445
VD,20220923012000,23516
VD,20220923012500,23505
VD,20220923013000,23484
VD,20220923013500,23543
VD,20220923014000,23520
VD,20220923014500,23532
VD,20220923015000,23364
VD,20220923015500,23267
VD,20220923020000,23269
VD,20220923020500,23373
VD,20220923021000,23375
VD,20220923021500,23335
VD,20220923022000,23277
VD,20220923022500,23139
VD,20220923023000,23103
VD,20220923023500,23073
VD,20220923024000,23184
VD,20220923024500,23196
VD,20220923025000,23201
VD,20220923025500,23150
VD,20220923030000,23240
VD,20220923030500,23368
VD,20220923031000,23386
VD,20220923031500,23347
VD,20220923032000,23399
VD,20220923032500,23239
VD,20220923033000,23146
VD,20220923033500,23085
VD,20220923034000,23186
VD,20220923034500,23275
VD,20220923035000,23389
VD,20220923035500,23580
VD,20220923040000,23834
VD,20220923040500,23990
VD,20220923041000,24067
VD,20220923041500,24235
VD,20220923042000,24295
VD,20220923042500,24311
VD,20220923043000,24385
VD,20220923043500,24762
VD,20220923044000,24939
VD,20220923044500,25136
VD,20220923045000,25444
VD,20220923045500,25748
VD,20220923050000,25849
VD,20220923050500,26021
VD,20220923051000,26205
VD,20220923051500,26325
VD,20220923052000,26427
VD,20220923052500,26806
VD,20220923053000,27095
VD,20220923053500,27421
VD,20220923054000,27806
VD,20220923054500,28029
VD,20220923055000,28266
VD,20220923055500,28464
VD,20220923060000,28819
VD,20220923060500,29078
VD,20220923061000,29348
VD,20220923061500,29595
VD,20220923062000,29889
VD,20220923062500,30040
VD,20220923063000,30194
VD,20220923063500,30408
VD,20220923064000,30618
VD,20220923064500,30737
VD,20220923065000,30718
VD,20220923065500,30386
VD,20220923070000,30329
VD,20220923070500,30382
VD,20220923071000,30422
VD,20220923071500,30431
VD,20220923072000,30383
VD,20220923072500,30291
VD,20220923073000,30238
VD,20220923073500,30336
VD,20220923074000,30354
VD,20220923074500,30284
VD,20220923075000,30361
VD,20220923075500,30350
VD,20220923080000,30225
VD,20220923080500,30237
VD,20220923081000,30244
VD,20220923081500,29984
VD,20220923082000,29882
VD,20220923082500,29908
VD,20220923083000,29850
VD,20220923083500,29636
VD,20220923084000,29530
VD,20220923084500,29438
VD,20220923085000,29466
VD,20220923085500,29375
VD,20220923090000,29285
VD,20220923090500,29187
VD,20220923091000,29101
VD,20220923091500,29041
VD,20220923092000,29018
VD,20220923092500,29008
VD,20220923093000,28914
VD,20220923093500,28786
VD,20220923094000,28707
VD,20220923094500,28724
VD,20220923095000,28640
VD,20220923095500,28530
VD,20220923100000,28453
VD,20220923100500,28223
VD,20220923101000,28280
VD,20220923101500,28207
VD,20220923102000,28100
VD,20220923102500,28182
VD,20220923103000,28229
VD,20220923103500,28170
VD,20220923104000,28177
VD,20220923104500,28208
VD,20220923105000,28163
VD,20220923105500,28099
VD,20220923110000,27892
VD,20220923110500,27806
VD,20220923111000,27815
VD,20220923111500,27766
VD,20220923112000,27752
VD,20220923112500,27669
VD,20220923113000,27629
VD,20220923113500,27679
VD,20220923114000,27704
VD,20220923114500,27706
VD,20220923115000,27645
VD,20220923115500,27551
VD,20220923120000,27492
VD,20220923120500,27808
VD,20220923121000,28028
VD,20220923121500,28079
VD,20220923122000,28019
VD,20220923122500,27995
VD,20220923123000,27988
VD,20220923123500,27950
VD,20220923124000,28023
VD,20220923124500,27933
VD,20220923125000,27872
VD,20220923125500,27781
VD,20220923130000,27699
VD,20220923130500,27825
VD,20220923131000,27957
VD,20220923131500,27921
VD,20220923132000,27875
VD,20220923132500,27789
VD,20220923133000,27775
VD,20220923133500,27728
VD,20220923134000,27641
VD,20220923134500,27644
VD,20220923135000,27751
VD,20220923135500,27773
VD,20220923140000,27788
VD,20220923140500,28233
VD,20220923141000,28601
VD,20220923141500,28639
VD,20220923142000,28587
VD,20220923142500,28685
VD,20220923143000,28834
VD,20220923143500,28991
VD,20220923144000,29070
VD,20220923144500,29131
VD,20220923145000,29253
VD,20220923145500,28235
VD,20220923150000,28323
VD,20220923150500,29354
VD,20220923151000,29333
VD,20220923151500,29450
VD,20220923152000,29579
VD,20220923152500,29732
VD,20220923153000,29799
VD,20220923153500,30119
VD,20220923154000,30404
VD,20220923154500,30495
VD,20220923155000,30688
VD,20220923155500,30869
VD,20220923160000,31099
VD,20220923160500,31301
VD,20220923161000,31231
VD,20220923161500,31343
VD,20220923162000,31631
VD,20220923162500,31918
VD,20220923163000,32027
VD,20220923163500,32168
VD,20220923164000,32316
VD,20220923164500,32376
VD,20220923165000,32543
VD,20220923165500,32697
VD,20220923170000,32798
VD,20220923170500,32966
VD,20220923171000,32980
VD,20220923171500,32976
VD,20220923172000,33166
VD,20220923172500,33220
VD,20220923173000,33453
VD,20220923173500,33576
VD,20220923174000,33516
VD,20220923174500,33510
VD,20220923175000,33567
VD,20220923175500,33578
VD,20220923180000,33409
VD,20220923180500,33102
VD,20220923181000,32900
VD,20220923181500,32814
VD,20220923182000,32899
VD,20220923182500,32963
VD,20220923183000,32980
VD,20220923183500,32925
VD,20220923184000,32846
VD,20220923184500,32732
VD,20220923185000,32612
VD,20220923185500,32339
VD,20220923190000,32415
VD,20220923190500,32580
VD,20220923191000,32474
VD,20220923191500,32335
VD,20220923192000,32192
VD,20220923192500,31808
VD,20220923193000,31419
VD,20220923193500,31436
VD,20220923194000,31306
VD,20220923194500,31127
VD,20220923195000,30977
VD,20220923195500,30823
VD,20220923200000,30507
VD,20220923200500,30606
VD,20220923201000,30550
VD,20220923201500,30311
VD,20220923202000,30105
VD,20220923202500,29918
VD,20220923203000,29740
VD,20220923203500,29566
VD,20220923204000,29346
VD,20220923204500,29138
VD,20220923205000,28901
VD,20220923205500,28651
VD,20220923210000,28580
VD,20220923210500,28607
VD,20220923211000,28747
VD,20220923211500,28649
VD,20220923212000,28468
VD,20220923212500,28320
VD,20220923213000,28120
VD,20220923213500,28050
VD,20220923214000,27913
VD,20220923214500,27750
VD,20220923215000,27552
VD,20220923215500,27285
VD,20220923220000,27095
VD,20220923220500,27172
VD,20220923221000,26976
VD,20220923221500,26862
VD,20220923222000,26592
VD,20220923222500,26349
VD,20220923223000,26134
VD,20220923223500,25935
VD,20220923224000,25818
VD,20220923224500,25657
VD,20220923225000,25500
VD,20220923225500,25302
VD,20220923230000,25195
VD,20220923230500,25287
VD,20220923231000,25296
VD,20220923231500,25240
VD,20220923232000,25163
VD,20220923232500,25037
VD,20220923233000,24886
VD,20220923233500,24814
VD,20220923234000,24640
VD,20220923234500,24560
VD,20220923235000,24580
VD,20220923235500,24569
VD,20220924000000,24543
VD,20220924000500,24637
VD,20220924001000,24637
VD,20220924001500,24631
VD,20220924002000,24567
VD,20220924002500,24614
VD,20220924003000,24631
VD,20220924003500,24710
VD,20220924004000,24784
VD,20220924004500,24791
VD,20220924005000,24764
VD,20220924005500,24740
VD,20220924010000,24753
VD,20220924010500,24843
VD,20220924011000,24921
VD,20220924011500,24944
VD,20220924012000,24862
VD,20220924012500,24765
VD,20220924013000,24718
VD,20220924013500,24737
VD,20220924014000,24709
VD,20220924014500,24610
VD,20220924015000,24479
VD,20220924015500,24416
VD,20220924020000,24307
VD,20220924020500,24356
VD,20220924021000,24468
VD,20220924021500,24413
VD,20220924022000,24351
VD,20220924022500,24370
VD,20220924023000,24306
VD,20220924023500,24156
VD,20220924024000,24125
VD,20220924024500,24184
VD,20220924025000,24105
VD,20220924025500,24107
VD,20220924030000,24122
VD,20220924030500,24085
VD,20220924031000,24031
VD,20220924031500,23964
VD,20220924032000,23901
VD,20220924032500,23837
VD,20220924033000,23743
VD,20220924033500,23674
VD,20220924034000,23637
VD,20220924034500,23577
VD,20220924035000,23586
VD,20220924035500,23752
VD,20220924040000,23809
VD,20220924040500,23872
VD,20220924041000,23949
VD,20220924041500,23985
VD,20220924042000,24030
VD,20220924042500,24064
VD,20220924043000,24065
VD,20220924043500,24104
VD,20220924044000,24170
VD,20220924044500,24223
VD,20220924045000,24284
VD,20220924045500,24351
VD,20220924050000,24386
VD,20220924050500,24574
VD,20220924051000,24719
VD,20220924051500,24916
VD,20220924052000,24989
VD,20220924052500,25067
VD,20220924053000,25179
VD,20220924053500,25302
VD,20220924054000,25466
VD,20220924054500,25687
VD,20220924055000,25814
VD,20220924055500,25938
VD,20220924060000,26056
VD,20220924060500,26323
VD,20220924061000,26649
VD,20220924061500,26933
VD,20220924062000,27138
VD,20220924062500,27201
VD,20220924063000,27217
VD,20220924063500,27189
VD,20220924064000,27295
VD,20220924064500,27423
VD,20220924065000,27592
VD,20220924065500,27715
VD,20220924070000,27731
VD,20220924070500,27831
VD,20220924071000,27964
VD,20220924071500,28085
VD,20220924072000,28116
VD,20220924072500,28070
VD,20220924073000,28075
VD,20220924073500,28289
VD,20220924074000,28407
VD,20220924074500,28431
VD,20220924075000,28419
VD,20220924075500,28370
VD,20220924080000,28333
VD,20220924080500,28272
VD,20220924081000,28019
VD,20220924081500,27722
VD,20220924082000,27535
VD,20220924082500,27457
VD,20220924083000,27332
VD,20220924083500,27377
VD,20220924084000,27212
VD,20220924084500,27041
VD,20220924085000,26959
VD,20220924085500,26845
VD,20220924090000,26687
VD,20220924090500,26619
VD,20220924091000,26573
VD,20220924091500,26488
VD,20220924092000,26386
VD,20220924092500,26329
VD,20220924093000,26400
VD,20220924093500,26516
VD,20220924094000,26461
VD,20220924094500,26382
VD,20220924095000,26322
VD,20220924095500,26229
VD,20220924100000,26221
VD,20220924100500,26285
VD,20220924101000,26247
VD,20220924101500,26207
VD,20220924102000,26215
VD,20220924102500,26093
VD,20220924103000,26034
VD,20220924103500,26024
VD,20220924104000,25986
VD,20220924104500,26005
VD,20220924105000,25972
VD,20220924105500,25984
VD,20220924110000,26079
VD,20220924110500,26083
VD,20220924111000,26185
VD,20220924111500,26166
VD,20220924112000,26155
VD,20220924112500,26142
VD,20220924113000,26177
VD,20220924113500,26270
VD,20220924114000,26282
VD,20220924114500,26290
VD,20220924115000,26297
VD,20220924115500,26307
VD,20220924120000,26242
VD,20220924120500,26168
VD,20220924121000,26330
VD,20220924121500,26354
VD,20220924122000,26317
VD,20220924122500,26356
VD,20220924123000,26379
VD,20220924123500,26473
VD,20220924124000,26561
VD,20220924124500,26651
VD,20220924125000,26641
VD,20220924125500,26529
VD,20220924130000,26602
VD,20220924130500,26515
VD,20220924131000,26370
VD,20220924131500,26181
VD,20220924132000,26078
VD,20220924132500,26158
VD,20220924133000,26126
VD,20220924133500,26204
VD,20220924134000,26278
VD,20220924134500,26400
VD,20220924135000,26296
VD,20220924135500,26219
VD,20220924140000,26323
VD,20220924140500,26678
VD,20220924141000,26914
VD,20220924141500,27036
VD,20220924142000,27299
VD,20220924142500,27441
VD,20220924143000,27329
VD,20220924143500,27272
VD,20220924144000,27353
VD,20220924144500,27583
VD,20220924145000,27798
VD,20220924145500,28119
VD,20220924150000,28271
VD,20220924150500,28540
VD,20220924151000,28651
VD,20220924151500,28874
VD,20220924152000,29023
VD,20220924152500,29246
VD,20220924153000,29495
VD,20220924153500,29687
VD,20220924154000,29840
VD,20220924154500,29973
VD,20220924155000,30198
VD,20220924155500,30497
VD,20220924160000,30559
VD,20220924160500,30419
VD,20220924161000,30476
VD,20220924161500,30543
VD,20220924162000,30831
VD,20220924162500,31075
VD,20220924163000,31137
VD,20220924163500,31258
VD,20220924164000,31325
VD,20220924164500,31352
VD,20220924165000,31481
VD,20220924165500,31564
VD,20220924170000,31586
VD,20220924170500,31641
VD,20220924171000,31666
VD,20220924171500,31545
VD,20220924172000,31720
VD,20220924172500,31752
VD,20220924173000,31783
VD,20220924173500,31931
VD,20220924174000,31998
VD,20220924174500,31976
VD,20220924175000,32032
VD,20220924175500,32038
VD,20220924180000,31937
VD,20220924180500,32012
VD,20220924181000,32027
VD,20220924181500,31937
VD,20220924182000,31926
VD,20220924182500,32147
VD,20220924183000,32363
VD,20220924183500,32326
VD,20220924184000,32199
VD,20220924184500,32005
VD,20220924185000,31825
VD,20220924185500,31650
VD,20220924190000,31622
VD,20220924190500,31703
VD,20220924191000,31682
VD,20220924191500,31527
VD,20220924192000,31258
VD,20220924192500,31082
VD,20220924193000,30872
VD,20220924193500,30966
VD,20220924194000,30929
VD,20220924194500,30841
VD,20220924195000,30709
VD,20220924195500,30458
VD,20220924200000,30319
VD,20220924200500,30323
VD,20220924201000,30311
VD,20220924201500,30178
VD,20220924202000,30088
VD,20220924202500,30002
VD,20220924203000,29921
VD,20220924203500,29917
VD,20220924204000,29823
VD,20220924204500,29595
VD,20220924205000,29446
VD,20220924205500,29306
VD,20220924210000,29258
VD,20220924210500,29699
VD,20220924211000,29645
VD,20220924211500,29388
VD,20220924212000,29328
VD,20220924212500,29256
VD,20220924213000,28985
VD,20220924213500,28647
VD,20220924214000,28500
VD,20220924214500,28312
VD,20220924215000,28233
VD,20220924215500,28104
VD,20220924220000,27681
VD,20220924220500,27065
VD,20220924221000,26601
VD,20220924221500,26290
VD,20220924222000,26146
VD,20220924222500,25980
VD,20220924223000,25849
VD,20220924223500,25708
FTR,2000
